Auth,2025-04-02 11:22:35,User admin@email.local logged in successfully
Auth,2025-04-02 11:51:27,User admin@email.local logged out
Auth,2025-04-02 11:51:41,User admin@email.local logged in successfully
Auth,2025-04-02 13:55:11,User admin@email.local logged out
Auth,2025-04-02 13:55:26,User admin@email.local logged in successfully
Auth,2025-04-02 17:37:56,User admin@email.local logged out
Auth,2025-04-02 17:38:06,User admin@email.local logged in successfully
Auth,2025-04-02 17:48:12,User admin@email.local logged out
Auth,2025-04-02 17:48:21,User admin@email.local logged in successfully
Auth,2025-04-02 17:48:33,User admin@email.local logged out
Auth,2025-04-02 17:48:59,User admin@email.local logged in successfully
Auth,2025-04-02 17:55:05,User admin@email.local logged out
Auth,2025-04-02 17:55:05,User admin@email.local logged out
Auth,2025-04-02 17:55:33,User admin@email.local logged in successfully
Auth,2025-04-02 19:12:09,User admin@email.local logged in successfully
Auth,2025-04-03 09:29:45,User admin@email.local logged in successfully
Auth,2025-04-03 09:31:04,User admin@email.local logged out
Auth,2025-04-03 09:31:04,User admin@email.local logged out
Auth,2025-04-03 09:31:08,User admin@email.local logged in successfully
Auth,2025-04-03 09:49:56,User admin@email.local logged out
Auth,2025-04-03 09:49:56,User admin@email.local logged out
Auth,2025-04-03 09:50:02,User admin@email.local logged in successfully
Auth,2025-04-03 09:53:04,User admin@email.local logged out
Auth,2025-04-03 09:53:04,User admin@email.local logged out
Auth,2025-04-03 09:53:11,User admin@email.local logged in successfully
Auth,2025-04-03 09:54:39,User admin@email.local logged in successfully
Auth,2025-04-03 10:05:52,User admin@email.local logged out
Auth,2025-04-03 10:05:52,User admin@email.local logged out
Auth,2025-04-03 10:05:57,User admin@email.local logged in successfully
Auth,2025-04-10 09:57:06,User admin@email.local logged in successfully
Role,2025-04-10 10:00:07,Updated role with description Admin
Role,2025-04-10 10:00:11,Created role with description User
Role,2025-04-10 10:00:14,Deactivated role with description User
Role,2025-04-10 10:00:17,Deleted role with description User
User,2025-04-10 10:24:16,Updated user with ID System Admin
Auth,2025-04-10 11:18:03,User admin@email.local logged out
Auth,2025-04-10 11:18:03,User admin@email.local logged out
Auth,2025-04-10 11:18:03,User admin@email.local logged out
Auth,2025-04-10 11:18:12,User admin@email.local logged in successfully
Auth,2025-04-10 11:21:25,User admin@email.local logged in successfully
RoboflowModel,2025-05-18 23:35:18,Created model with description Garbage Classification Model
Detection,2025-05-18 23:40:30,Attempting to save image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\Detection_e884d440-0128-478e-8edf-c267fc9424a1.jpg
Detection,2025-05-18 23:40:30,Successfully saved image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\Detection_e884d440-0128-478e-8edf-c267fc9424a1.jpg
Detection,2025-05-18 23:40:30,Successfully uploaded image: http://localhost:3000/uploads/Detection_e884d440-0128-478e-8edf-c267fc9424a1.jpg
Detection,2025-05-18 23:40:30,Successfully read 21713 bytes from file detect_2bdedc22-3774-4966-a8c9-5928d843b081.jpg
Detection,2025-05-18 23:40:30,Sending Base64 detection request to Roboflow: https://serverless.roboflow.com/garbage-classification-3/2?api_key=kKrV2TlFATeJEMDXdKLM
Detection,2025-05-18 23:40:32,Successfully detected 6 objects
Detection,2025-05-18 23:40:32,Successfully detected 6 objects in image
Detection,2025-05-18 23:40:32,Successfully processed image with bounding boxes
Detection,2025-05-18 23:40:32,Attempting to save image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\processed_c847f309-7507-43a8-b1ee-f1f1a07ed978.jpg
Detection,2025-05-18 23:40:32,Successfully saved image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\processed_c847f309-7507-43a8-b1ee-f1f1a07ed978.jpg
Detection,2025-05-18 23:40:32,Successfully saved processed image: http://localhost:3000/uploads/processed_c847f309-7507-43a8-b1ee-f1f1a07ed978.jpg
Detection,2025-05-18 23:40:32,Completed full Detectionion and processing workflow successfully
Detection,2025-05-19 00:59:32,Attempting to save image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\Detection_e52e8adf-b99c-4935-bbd7-43050532a4d7.png
Detection,2025-05-19 00:59:32,Successfully saved image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\Detection_e52e8adf-b99c-4935-bbd7-43050532a4d7.png
Detection,2025-05-19 00:59:32,Successfully uploaded image: http://localhost:3000/uploads/Detection_e52e8adf-b99c-4935-bbd7-43050532a4d7.png
Detection,2025-05-19 00:59:32,Successfully read 197214 bytes from file Screenshot_2025-05-19_at_00.58.59.png
Detection,2025-05-19 00:59:32,Sending Base64 detection request to Roboflow: https://serverless.roboflow.com/garbage-classification-3/2?api_key=kKrV2TlFATeJEMDXdKLM
Detection,2025-05-19 00:59:35,Successfully detected 0 objects
Detection,2025-05-19 00:59:35,No predictions found for image: http://localhost:3000/uploads/Detection_e52e8adf-b99c-4935-bbd7-43050532a4d7.png
Detection,2025-05-19 01:00:47,Attempting to save image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\Detection_37a59eb6-ae43-47ee-b1dd-487fbcd2d7ea.jpg
Detection,2025-05-19 01:00:47,Successfully saved image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\Detection_37a59eb6-ae43-47ee-b1dd-487fbcd2d7ea.jpg
Detection,2025-05-19 01:00:47,Successfully uploaded image: http://localhost:3000/uploads/Detection_37a59eb6-ae43-47ee-b1dd-487fbcd2d7ea.jpg
Detection,2025-05-19 01:00:47,Successfully read 41630 bytes from file capture.jpg
Detection,2025-05-19 01:00:47,Sending Base64 detection request to Roboflow: https://serverless.roboflow.com/garbage-classification-3/2?api_key=kKrV2TlFATeJEMDXdKLM
Detection,2025-05-19 01:00:49,Successfully detected 1 objects
Detection,2025-05-19 01:00:49,Successfully detected 1 objects in image
Detection,2025-05-19 01:00:49,Successfully processed image with bounding boxes
Detection,2025-05-19 01:00:49,Attempting to save image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\processed_34ae7038-6ea4-4408-a38a-e1191567e295.jpg
Detection,2025-05-19 01:00:49,Successfully saved image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\processed_34ae7038-6ea4-4408-a38a-e1191567e295.jpg
Detection,2025-05-19 01:00:49,Successfully saved processed image: http://localhost:3000/uploads/processed_34ae7038-6ea4-4408-a38a-e1191567e295.jpg
Detection,2025-05-19 01:00:49,Completed full Detectionion and processing workflow successfully
Detection,2025-05-19 01:16:41,Attempting to save image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\Detection_32038732-8800-4bc4-87ab-958ade02011a.png
Detection,2025-05-19 01:16:41,Successfully saved image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\Detection_32038732-8800-4bc4-87ab-958ade02011a.png
Detection,2025-05-19 01:16:41,Successfully uploaded image: http://localhost:3000/uploads/Detection_32038732-8800-4bc4-87ab-958ade02011a.png
Detection,2025-05-19 01:16:41,Successfully read 197214 bytes from file Screenshot_2025-05-19_at_00.58.59.png
Detection,2025-05-19 01:16:41,Sending Base64 detection request to Roboflow: https://serverless.roboflow.com/garbage-classification-3/2?api_key=kKrV2TlFATeJEMDXdKLM
Detection,2025-05-19 01:16:43,Successfully detected 0 objects
Detection,2025-05-19 01:16:43,No predictions found for image: http://localhost:3000/uploads/Detection_32038732-8800-4bc4-87ab-958ade02011a.png
Detection,2025-05-19 01:17:15,Attempting to save image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\Detection_76ad3085-3451-4c74-ba07-15e6dc9ac9ef.jpg
Detection,2025-05-19 01:17:15,Successfully saved image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\Detection_76ad3085-3451-4c74-ba07-15e6dc9ac9ef.jpg
Detection,2025-05-19 01:17:15,Successfully uploaded image: http://localhost:3000/uploads/Detection_76ad3085-3451-4c74-ba07-15e6dc9ac9ef.jpg
Detection,2025-05-19 01:17:15,Successfully read 21713 bytes from file detect_2bdedc22-3774-4966-a8c9-5928d843b081.jpg
Detection,2025-05-19 01:17:15,Sending Base64 detection request to Roboflow: https://serverless.roboflow.com/garbage-classification-3/2?api_key=kKrV2TlFATeJEMDXdKLM
Detection,2025-05-19 01:17:16,Successfully detected 6 objects
Detection,2025-05-19 01:17:16,Successfully detected 6 objects in image
Detection,2025-05-19 01:17:16,Successfully processed image with bounding boxes
Detection,2025-05-19 01:17:16,Attempting to save image bytes to: C:\Users\afons\Documents\Work\PESTI\WasteVisionWeb\WasteVisionWebBE\wwwroot\uploads\processed_90b22813-62cf-4c7a-960d-587de428d796.jpg
